Location/Field,Leaf_Color,Symptoms,Whitefly_Presence,Temperature,Humidity,Soil_Moisture,Previous_Crop,Cotton_Variety,Disease_Type
Tamil Nadu,Green,Absent,No,23.33131657,Low,Warm,Oilseeds,Hybrid,Normal
Odisha,Yellow,Wilting,No,25.45020362,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Punjab,Yellow,Wilting,No,16.0926884,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Yellow,Wilting,No,34.46156326,Low,Moist,Grains,Hybrid,Fusarium Wilt
Uttar Pradesh,Green,Absent,No,19.52250662,High,Warm,Legumes,Hybrid,Normal
Haryana,Brown,Lesions,No,21.08397439,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Punjab,Green,Absent,No,21.07885025,High,Warm,Oilseeds,Hybrid,Normal
Karnataka,Green,Twist or Curl upwards,Yes,19.60833324,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Telangana,Brown,Lesions,No,15.02947644,High,Warm,Legumes,Hybrid,Bacterial Blight
Gujarat,Green,Absent,No,29.58689588,Mid,Warm,Grains,Hybrid,Normal
Chhattisgarh,Yellow,Wilting,No,34.33691,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,19.48586967,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Tamil Nadu,Yellow,Wilting,No,28.26094384,High,Dry,Grains,Region-Specific,Verticillium Wilt
Telangana,Green,Twist or Curl upwards,Yes,29.83792654,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,31.96850758,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,23.45258394,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,21.05861811,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,21.50590268,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,29.25242666,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,31.33558933,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Madhya Pradesh,Yellow,Wilting,No,18.63227936,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Green,Absent,No,22.41882016,Low,Warm,Legumes,Region-Specific,Normal
Punjab,Yellow,Wilting,No,33.03880393,Low,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Green,Absent,No,31.13387039,Low,Warm,Oilseeds,Region-Specific,Normal
Uttar Pradesh,Yellow,Wilting,No,34.69716806,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Gujarat,Yellow,Wilting,No,30.08496519,High,Moist,Legumes,Hybrid,Fusarium Wilt
Maharashtra,Green,Absent,No,22.86390402,Mid,Warm,Legumes,Region-Specific,Normal
Maharashtra,Green,Twist or Curl upwards,Yes,26.81275668,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,28.22028508,Low,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Haryana,Yellow,Wilting,No,16.56911633,High,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,25.88993918,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Yellow,Wilting,No,29.18641657,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Gujarat,Brown,Lesions,No,18.34642608,High,Warm,Grains,Hybrid,Bacterial Blight
Gujarat,Yellow,Wilting,No,30.61263435,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Andhra Pradesh,Green,Twist or Curl upwards,Yes,26.67545561,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Brown,Lesions,No,34.04443571,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Maharashtra,Yellow,Wilting,No,15.84844596,Low,Dry,Grains,Hybrid,Verticillium Wilt
Madhya Pradesh,Green,Absent,No,20.30652275,Mid,Warm,Legumes,Hybrid,Normal
Odisha,Green,Twist or Curl upwards,Yes,27.03107759,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Absent,No,20.93119824,Low,Warm,Legumes,Region-Specific,Normal
Haryana,Yellow,Wilting,No,29.28848328,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Brown,Lesions,No,30.18010565,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Telangana,Green,Twist or Curl upwards,Yes,17.05031928,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,25.27708928,Low,Dry,Grains,Hybrid,Verticillium Wilt
Uttar Pradesh,Yellow,Wilting,No,25.17781111,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Punjab,Brown,Lesions,No,22.3856154,High,Warm,Legumes,Region-Specific,Bacterial Blight
Uttar Pradesh,Green,Absent,No,33.65849725,Mid,Warm,Oilseeds,Region-Specific,Normal
Gujarat,Green,Absent,No,31.5501264,High,Warm,Oilseeds,Region-Specific,Normal
Jharkhand,Green,Twist or Curl upwards,Yes,28.94418764,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Haryana,Green,Twist or Curl upwards,Yes,29.28653271,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Punjab,Green,Absent,No,24.23432288,Mid,Warm,Oilseeds,Hybrid,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,33.41989042,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Absent,No,28.89190855,High,Warm,Oilseeds,Hybrid,Normal
Maharashtra,Brown,Lesions,No,29.57962123,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,32.23381808,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Haryana,Green,Absent,No,20.48143179,Mid,Warm,Grains,Hybrid,Normal
Uttar Pradesh,Green,Twist or Curl upwards,Yes,31.14141808,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Jharkhand,Yellow,Wilting,No,18.90481206,Low,Dry,Legumes,Hybrid,Verticillium Wilt
Gujarat,Yellow,Wilting,No,21.90683904,High,Dry,Grains,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,21.71220909,High,Moist,Grains,Region-Specific,Fusarium Wilt
Odisha,Green,Absent,No,34.57050937,High,Warm,Oilseeds,Hybrid,Normal
Uttar Pradesh,Yellow,Wilting,No,32.13074447,High,Moist,Grains,Region-Specific,Fusarium Wilt
Haryana,Green,Absent,No,29.02339723,Low,Warm,Legumes,Hybrid,Normal
West Bengal,Green,Twist or Curl upwards,Yes,29.54113523,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,26.24145589,Mid,Warm,Grains,Region-Specific,Normal
Telangana,Yellow,Wilting,No,33.94181334,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Odisha,Green,Twist or Curl upwards,Yes,24.92517506,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Uttar Pradesh,Yellow,Wilting,No,22.6103542,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Telangana,Green,Twist or Curl upwards,Yes,18.26070674,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Absent,No,30.72411305,High,Warm,Grains,Hybrid,Normal
Tamil Nadu,Green,Absent,No,29.68887864,High,Warm,Grains,Hybrid,Normal
Andhra Pradesh,Yellow,Wilting,No,22.68710077,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Jharkhand,Brown,Lesions,No,15.50386828,High,Warm,Grains,Hybrid,Bacterial Blight
Andhra Pradesh,Green,Absent,No,31.77994655,Mid,Warm,Grains,Hybrid,Normal
Telangana,Brown,Lesions,No,15.22835967,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Rajasthan,Green,Twist or Curl upwards,Yes,29.07399559,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Telangana,Brown,Lesions,No,34.40514219,Mid,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Yellow,Wilting,No,23.75322656,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,19.6994681,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Punjab,Yellow,Wilting,No,29.0974202,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Yellow,Wilting,No,31.34256284,High,Dry,Legumes,Hybrid,Verticillium Wilt
Maharashtra,Yellow,Wilting,No,25.92860632,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Yellow,Wilting,No,34.34070551,High,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Green,Absent,No,16.03337443,Mid,Warm,Grains,Region-Specific,Normal
Uttar Pradesh,Brown,Lesions,No,25.09591197,High,Warm,Legumes,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,29.36907895,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Karnataka,Green,Absent,No,32.25280942,Low,Warm,Oilseeds,Region-Specific,Normal
Karnataka,Yellow,Wilting,No,18.58511224,High,Moist,Grains,Hybrid,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,31.00006964,Low,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Rajasthan,Yellow,Wilting,No,26.05414151,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Jharkhand,Yellow,Wilting,No,22.93107364,High,Dry,Grains,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Absent,No,17.63430057,Mid,Warm,Oilseeds,Hybrid,Normal
Tamil Nadu,Green,Twist or Curl upwards,Yes,32.30591518,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Andhra Pradesh,Brown,Lesions,No,18.14546416,Mid,Warm,Oilseeds,Region-Specific,Bacterial Blight
Rajasthan,Green,Twist or Curl upwards,Yes,21.19575718,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Odisha,Green,Twist or Curl upwards,Yes,20.80091064,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Brown,Lesions,No,32.42828068,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Karnataka,Brown,Lesions,No,28.45405988,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Telangana,Green,Twist or Curl upwards,Yes,30.93362794,Mid,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Odisha,Yellow,Wilting,No,20.00935798,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Yellow,Wilting,No,27.49748199,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Maharashtra,Green,Twist or Curl upwards,Yes,26.43491966,Low,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,31.65660754,High,Moist,Grains,Region-Specific,Fusarium Wilt
Chhattisgarh,Brown,Lesions,No,33.12174121,High,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Brown,Lesions,No,15.24313543,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Madhya Pradesh,Yellow,Wilting,No,28.48039838,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Madhya Pradesh,Brown,Lesions,No,16.03671598,High,Warm,Legumes,Hybrid,Bacterial Blight
Uttar Pradesh,Yellow,Wilting,No,25.9771733,High,Dry,Legumes,Hybrid,Verticillium Wilt
Rajasthan,Brown,Lesions,No,20.75265458,High,Warm,Grains,Hybrid,Bacterial Blight
Karnataka,Green,Twist or Curl upwards,Yes,21.13553199,Mid,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Karnataka,Green,Absent,No,22.05917007,High,Warm,Legumes,Hybrid,Normal
Andhra Pradesh,Yellow,Wilting,No,27.42584898,Low,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Andhra Pradesh,Yellow,Wilting,No,21.68099931,Mid,Moist,Grains,Hybrid,Fusarium Wilt
Andhra Pradesh,Brown,Lesions,No,29.65398101,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Telangana,Brown,Lesions,No,23.09054771,Low,Warm,Grains,Hybrid,Bacterial Blight
Punjab,Green,Absent,No,16.36706401,High,Warm,Grains,Hybrid,Normal
Haryana,Green,Absent,No,30.67519685,High,Warm,Grains,Region-Specific,Normal
Punjab,Green,Twist or Curl upwards,Yes,20.71516649,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,23.65533759,Low,Dry,Grains,Hybrid,Verticillium Wilt
Punjab,Green,Twist or Curl upwards,Yes,28.70887766,Mid,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,21.64912314,High,Moist,Grains,Hybrid,Fusarium Wilt
Uttar Pradesh,Brown,Lesions,No,16.13171312,High,Warm,Legumes,Hybrid,Bacterial Blight
Gujarat,Green,Twist or Curl upwards,Yes,22.47842094,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Punjab,Brown,Lesions,No,33.88897165,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Telangana,Brown,Lesions,No,27.83468795,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,28.42958297,High,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Punjab,Green,Twist or Curl upwards,Yes,27.64564307,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Telangana,Green,Absent,No,18.97984278,High,Warm,Grains,Region-Specific,Normal
Chhattisgarh,Yellow,Wilting,No,23.36667728,Mid,Dry,Legumes,Region-Specific,Verticillium Wilt
Andhra Pradesh,Green,Absent,No,30.01879597,Low,Warm,Oilseeds,Region-Specific,Normal
Chhattisgarh,Yellow,Wilting,No,17.02745795,High,Dry,Grains,Region-Specific,Verticillium Wilt
Karnataka,Green,Twist or Curl upwards,Yes,20.55705552,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,20.52638217,High,Dry,Grains,Region-Specific,Verticillium Wilt
Karnataka,Yellow,Wilting,No,23.64037855,High,Moist,Grains,Hybrid,Fusarium Wilt
West Bengal,Green,Absent,No,34.60737482,Low,Warm,Legumes,Hybrid,Normal
Maharashtra,Green,Absent,No,16.35005093,High,Warm,Legumes,Hybrid,Normal
Chhattisgarh,Green,Absent,No,25.37401989,Low,Warm,Grains,Region-Specific,Normal
Maharashtra,Brown,Lesions,No,18.58729364,High,Warm,Grains,Hybrid,Bacterial Blight
Maharashtra,Brown,Lesions,No,34.41353091,Low,Warm,Grains,Region-Specific,Bacterial Blight
Haryana,Green,Twist or Curl upwards,Yes,17.26607009,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Twist or Curl upwards,Yes,23.07202005,High,Warm,Grains,Hybrid,Cotton Leaf Curl Disease
West Bengal,Brown,Lesions,No,29.7576997,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Karnataka,Green,Absent,No,29.09108856,High,Warm,Oilseeds,Region-Specific,Normal
Telangana,Brown,Lesions,No,23.45457274,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Gujarat,Yellow,Wilting,No,21.93048336,Mid,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Telangana,Green,Absent,No,22.95224757,High,Warm,Grains,Hybrid,Normal
Gujarat,Brown,Lesions,No,20.28552526,High,Warm,Oilseeds,Region-Specific,Bacterial Blight
Chhattisgarh,Green,Twist or Curl upwards,Yes,19.10665877,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Madhya Pradesh,Brown,Lesions,No,24.66079395,Low,Warm,Legumes,Hybrid,Bacterial Blight
Telangana,Yellow,Wilting,No,20.37067512,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Punjab,Brown,Lesions,No,20.7492333,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Punjab,Green,Absent,No,28.13512127,Low,Warm,Grains,Region-Specific,Normal
Rajasthan,Brown,Lesions,No,34.37074663,Low,Warm,Oilseeds,Region-Specific,Bacterial Blight
Andhra Pradesh,Green,Twist or Curl upwards,Yes,27.07274401,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Gujarat,Yellow,Wilting,No,16.53958934,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Gujarat,Yellow,Wilting,No,16.51167228,High,Moist,Oilseeds,Hybrid,Fusarium Wilt
Odisha,Green,Absent,No,34.02846442,Low,Warm,Grains,Region-Specific,Normal
Uttar Pradesh,Green,Twist or Curl upwards,Yes,20.94581581,High,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Yellow,Wilting,No,16.84133972,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Haryana,Brown,Lesions,No,26.98089174,Mid,Warm,Legumes,Hybrid,Bacterial Blight
Rajasthan,Yellow,Wilting,No,27.47297557,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Haryana,Yellow,Wilting,No,27.9700964,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Chhattisgarh,Yellow,Wilting,No,20.34804056,High,Moist,Grains,Hybrid,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,15.30221368,Mid,Moist,Oilseeds,Hybrid,Fusarium Wilt
Haryana,Brown,Lesions,No,34.30030739,High,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Brown,Lesions,No,20.01786091,High,Warm,Legumes,Region-Specific,Bacterial Blight
West Bengal,Green,Absent,No,28.52052576,Low,Warm,Grains,Region-Specific,Normal
Andhra Pradesh,Brown,Lesions,No,29.1325974,High,Warm,Legumes,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,27.20014834,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Yellow,Wilting,No,21.25814788,Mid,Dry,Legumes,Hybrid,Verticillium Wilt
Uttar Pradesh,Brown,Lesions,No,20.42192508,High,Warm,Grains,Hybrid,Bacterial Blight
Uttar Pradesh,Green,Absent,No,26.95336565,Low,Warm,Legumes,Hybrid,Normal
Maharashtra,Green,Absent,No,32.32191267,High,Warm,Oilseeds,Hybrid,Normal
Madhya Pradesh,Yellow,Wilting,No,33.93467458,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Chhattisgarh,Brown,Lesions,No,17.11811609,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Gujarat,Brown,Lesions,No,18.09657225,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Odisha,Green,Absent,No,33.89472518,High,Warm,Oilseeds,Region-Specific,Normal
Jharkhand,Brown,Lesions,No,29.73070457,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Gujarat,Yellow,Wilting,No,32.6598765,High,Moist,Grains,Region-Specific,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,19.05265268,Mid,Dry,Oilseeds,Hybrid,Verticillium Wilt
Odisha,Yellow,Wilting,No,26.75171742,Low,Moist,Legumes,Hybrid,Fusarium Wilt
West Bengal,Brown,Lesions,No,29.02279189,High,Warm,Oilseeds,Hybrid,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,28.60223771,High,Moist,Legumes,Hybrid,Fusarium Wilt
Telangana,Green,Twist or Curl upwards,Yes,23.16303382,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Andhra Pradesh,Green,Twist or Curl upwards,Yes,15.30789783,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,26.65852114,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Gujarat,Brown,Lesions,No,20.06203078,Low,Warm,Grains,Region-Specific,Bacterial Blight
Odisha,Yellow,Wilting,No,24.00508492,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Odisha,Yellow,Wilting,No,34.1516203,High,Moist,Legumes,Hybrid,Fusarium Wilt
Chhattisgarh,Yellow,Wilting,No,22.98070635,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
West Bengal,Brown,Lesions,No,31.79603213,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Chhattisgarh,Brown,Lesions,No,18.77081211,Mid,Warm,Legumes,Region-Specific,Bacterial Blight
Madhya Pradesh,Green,Absent,No,28.44920996,Low,Warm,Oilseeds,Hybrid,Normal
Haryana,Yellow,Wilting,No,34.54013909,Low,Dry,Grains,Hybrid,Verticillium Wilt
Andhra Pradesh,Brown,Lesions,No,17.03786202,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Odisha,Green,Twist or Curl upwards,Yes,15.16639884,Low,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Karnataka,Green,Absent,No,23.67165585,Low,Warm,Grains,Hybrid,Normal
Madhya Pradesh,Yellow,Wilting,No,16.85250966,Low,Moist,Legumes,Region-Specific,Fusarium Wilt
Punjab,Green,Absent,No,29.96768699,Mid,Warm,Grains,Region-Specific,Normal
West Bengal,Yellow,Wilting,No,33.29097328,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Gujarat,Green,Twist or Curl upwards,Yes,23.68041945,Mid,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Chhattisgarh,Yellow,Wilting,No,20.17423284,High,Moist,Legumes,Region-Specific,Fusarium Wilt
Madhya Pradesh,Yellow,Wilting,No,23.68806638,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
Jharkhand,Yellow,Wilting,No,29.46895636,Low,Moist,Grains,Hybrid,Fusarium Wilt
Andhra Pradesh,Yellow,Wilting,No,15.18108323,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Odisha,Green,Absent,No,26.78907979,High,Warm,Legumes,Hybrid,Normal
Gujarat,Green,Twist or Curl upwards,Yes,27.2658337,High,Warm,Legumes,Hybrid,Cotton Leaf Curl Disease
Telangana,Yellow,Wilting,No,27.75376494,Mid,Moist,Legumes,Hybrid,Fusarium Wilt
Jharkhand,Yellow,Wilting,No,19.8404416,High,Dry,Oilseeds,Region-Specific,Verticillium Wilt
West Bengal,Green,Absent,No,29.28105447,High,Warm,Oilseeds,Region-Specific,Normal
Madhya Pradesh,Green,Twist or Curl upwards,Yes,16.82782973,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Rajasthan,Green,Twist or Curl upwards,Yes,18.98540673,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Gujarat,Brown,Lesions,No,32.54940093,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Andhra Pradesh,Yellow,Wilting,No,29.77446301,High,Dry,Grains,Region-Specific,Verticillium Wilt
Maharashtra,Green,Absent,No,15.27491108,Mid,Warm,Legumes,Region-Specific,Normal
Karnataka,Green,Absent,No,19.96752521,High,Warm,Oilseeds,Region-Specific,Normal
Tamil Nadu,Yellow,Wilting,No,19.28812966,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Jharkhand,Green,Twist or Curl upwards,Yes,20.41612656,Mid,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Haryana,Yellow,Wilting,No,19.95119541,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Tamil Nadu,Yellow,Wilting,No,16.25052591,Mid,Dry,Grains,Hybrid,Verticillium Wilt
Andhra Pradesh,Green,Absent,No,24.17881033,Mid,Warm,Legumes,Region-Specific,Normal
Punjab,Yellow,Wilting,No,29.6546695,High,Dry,Oilseeds,Hybrid,Verticillium Wilt
Chhattisgarh,Green,Twist or Curl upwards,Yes,27.13463449,Low,Warm,Legumes,Region-Specific,Cotton Leaf Curl Disease
Punjab,Brown,Lesions,No,28.45743337,High,Warm,Legumes,Region-Specific,Bacterial Blight
Maharashtra,Brown,Lesions,No,16.62298357,Low,Warm,Legumes,Hybrid,Bacterial Blight
Jharkhand,Yellow,Wilting,No,34.0298142,Low,Moist,Legumes,Hybrid,Fusarium Wilt
Haryana,Yellow,Wilting,No,31.76983668,High,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Rajasthan,Green,Twist or Curl upwards,Yes,31.10180637,Low,Warm,Oilseeds,Hybrid,Cotton Leaf Curl Disease
Maharashtra,Yellow,Wilting,No,31.4596761,Mid,Moist,Oilseeds,Region-Specific,Fusarium Wilt
Jharkhand,Brown,Lesions,No,33.65421016,Mid,Warm,Grains,Region-Specific,Bacterial Blight
Uttar Pradesh,Green,Twist or Curl upwards,Yes,25.88507932,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Green,Twist or Curl upwards,Yes,19.00564036,Mid,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Maharashtra,Green,Twist or Curl upwards,Yes,27.33567216,High,Warm,Grains,Region-Specific,Cotton Leaf Curl Disease
Tamil Nadu,Yellow,Wilting,No,29.85762987,Mid,Dry,Grains,Region-Specific,Verticillium Wilt
Gujarat,Yellow,Wilting,No,29.75834787,Low,Moist,Oilseeds,Hybrid,Fusarium Wilt
Punjab,Green,Absent,No,25.42898048,High,Warm,Oilseeds,Hybrid,Normal
Gujarat,Brown,Lesions,No,16.36917439,Mid,Warm,Oilseeds,Hybrid,Bacterial Blight
Karnataka,Yellow,Wilting,No,22.42225877,High,Moist,Grains,Region-Specific,Fusarium Wilt
Uttar Pradesh,Brown,Lesions,No,33.41533217,Low,Warm,Grains,Hybrid,Bacterial Blight
Haryana,Yellow,Wilting,No,26.6889782,Mid,Moist,Legumes,Region-Specific,Fusarium Wilt
Rajasthan,Green,Absent,No,25.76663887,High,Warm,Grains,Hybrid,Normal
West Bengal,Brown,Lesions,No,20.37707029,High,Warm,Grains,Region-Specific,Bacterial Blight
Tamil Nadu,Green,Absent,No,22.3689784,Mid,Warm,Oilseeds,Region-Specific,Normal
Rajasthan,Brown,Lesions,No,32.90692178,High,Warm,Legumes,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,28.32926095,High,Dry,Legumes,Region-Specific,Verticillium Wilt
Andhra Pradesh,Yellow,Wilting,No,30.74774054,Low,Dry,Legumes,Region-Specific,Verticillium Wilt
Maharashtra,Brown,Lesions,No,24.08690846,Low,Warm,Oilseeds,Hybrid,Bacterial Blight
Karnataka,Brown,Lesions,No,27.60494439,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Punjab,Green,Absent,No,19.96767217,Low,Warm,Legumes,Hybrid,Normal
West Bengal,Green,Twist or Curl upwards,Yes,29.10921661,Low,Warm,Oilseeds,Region-Specific,Cotton Leaf Curl Disease
Odisha,Brown,Lesions,No,23.55202667,Low,Warm,Legumes,Region-Specific,Bacterial Blight
Tamil Nadu,Yellow,Wilting,No,23.8509103,Mid,Moist,Grains,Region-Specific,Fusarium Wilt
Rajasthan,Yellow,Wilting,No,27.98644649,Low,Moist,Grains,Hybrid,Fusarium Wilt
Karnataka,Yellow,Wilting,No,33.72561243,High,Moist,Grains,Region-Specific,Fusarium Wilt
Telangana,Yellow,Wilting,No,16.28012693,Mid,Dry,Grains,Hybrid,Verticillium Wilt
West Bengal,Green,Absent,No,31.49486475,High,Warm,Grains,Region-Specific,Normal
